key,latitude,longitude,name
cafe,35.684236,139.7390476,スターバックス
cafe,35.7482853,139.7196284,珈琲館
cafe,35.7018499,139.7424458,スターバックス
cafe,35.6812934,139.6981229,ドトールコーヒーショップ
cafe,35.6749577,139.7124612,自家焙煎珈琲豆 「ルンバミーア」
cafe,35.6439454,139.7486585,エクセルシオール
cafe,35.5541666,139.7409292,コーヒー軽食チェスカ
cafe,35.5525352,139.7405711,カフェ・ベローチェ
cafe,35.5521292,139.7409686,ドトールコーヒーショップ
cafe,35.6947422,139.7453653,attic room YASUKUNI-GAIEN/cafe&dining
cafe,35.708607,139.7222682,CAT'S CRADLE
cafe,35.7085991,139.7225562,ビレン
cafe,35.6690479,139.6500268,スターバックス
cafe,34.7794509,139.363812,季まま亭
cafe,35.7202072,139.7636211,芋甚
cafe,35.7196021,139.7646513,喫茶・ギャラリー　りんごや
cafe,35.7197603,139.7648584,NaCaSa
cafe,35.720447,139.7649404,カフェ・コパン
cafe,35.720653,139.7655874,Couzt Cafe
cafe,35.7268789,139.7647679,やなか珈琲店
cafe,35.6630487,139.667211,スターバックス
cafe,35.5640336,139.7157299,たちばな書店蒲田店
cafe,35.659449,139.686303,イタリアントマト
cafe,35.7173569,139.813897,まとい
cafe,35.690629,139.743881,Cafe Hatopoppo
cafe,35.6874265,139.7425804,カフェ・ベローチェ
cafe,35.691947,139.7441204,三番町カフェ
cafe,35.6876468,139.7425487,珈琲館
cafe,35.7010661,139.759867,A&A認定ベクターワークスカフェジャパン
cafe,35.6695915,139.7653106,カフェ・ベローチェ
cafe,35.7526948,139.7100099,カフェ・ベローチェ
cafe,35.754993,139.7090461,モリバコーヒー 板橋仲宿店
cafe,35.7001644,139.7618745,スターバックス
cafe,35.6346264,139.5891136,Push Pull
cafe,35.6597024,139.7432472,Cafe FIRST
cafe,35.6869316,139.781525,スターバックス
cafe,35.687511,139.778414,ドトールコーヒーショップ
cafe,35.5948526,139.4584066,Ayers Rock
cafe,35.7324907,139.5999287,ノア
cafe,35.6630838,139.7447165,スターバックス
cafe,35.6628654,139.7461245,ドトールコーヒーショップ
cafe,35.7002854,139.7428114,カナルカフェ
cafe,35.6999854,139.7623512,エクセルシオール カフェ
cafe,35.6466005,139.7091535,ドトールコーヒーショップ
cafe,35.6670002,139.7067806,スターバックス
cafe,35.6671874,139.6494595,スプーンハウス
cafe,35.6696029,139.5300477,プロペラカフェ
cafe,35.7233858,139.5139859,杏's cafe
cafe,35.655786,139.7043997,カフェ・ベローチェ
cafe,35.6559902,139.7045379,ドトールコーヒーショップ
cafe,35.6561014,139.6980894,カフェ・ド・クリエ
cafe,35.7412061,139.5021712,ドトールコーヒーショップ
cafe,35.6471207,139.7440655,ドトールコーヒーショップ
cafe,35.7579152,139.6204189,ドトールコーヒーショップ
cafe,35.7023946,139.5794323,ルノアール
cafe,35.6616055,139.4128278,ドトールコーヒーショップ
cafe,35.63032,139.269757,Takao Coffee
cafe,35.6618449,139.6975425,ドトールコーヒーショップ
cafe,35.6603765,139.699818,エクセルシオール カフェ
cafe,35.6616777,139.7136788,ドトールコーヒーショップ
cafe,35.6613378,139.7143655,スターバックス
cafe,35.629303,139.5762953,サンマルクカフェ
cafe,35.5765265,139.7356845,撫愛荘
cafe,35.6588894,139.6255903,コロンボ (Colombo)
cafe,35.7046288,139.5785893,サンマルクカフェ
cafe,35.5424477,139.4480946,Sepia Cafe
cafe,35.6398866,139.599117,スターバックス
cafe,35.6425407,139.6086627,ドトールコーヒーショップ
cafe,35.7035467,139.5777558,近江屋
cafe,35.7545887,139.7369521,Pronto
cafe,35.7537343,139.7372697,Beck's Coffee Shop
cafe,35.659264,139.6822403,Dora
cafe,35.6593588,139.6818815,Colorado
cafe,35.5555517,139.4786701,暖 (Dan)
cafe,35.7046427,139.5770955,カフェ・ベローチェ
cafe,35.6880642,139.6000169,ドトールコーヒーショップ
cafe,35.6992167,139.7451955,ルノアール
cafe,35.6993645,139.7449293,ドトールコーヒーショップ
cafe,35.6525278,139.7353711,憩
cafe,35.6523828,139.7334443,Cafe Kariz
cafe,35.7064225,139.7744753,ドトールコーヒーショップ
cafe,35.7077954,139.6158118,石橋亭
cafe,35.6078539,139.6681584,エクセルシオール カフェ
cafe,35.6078873,139.6692216,スターバックス
cafe,35.6079285,139.6699428,モリバコーヒー
cafe,35.7316873,139.7111647,伯爵
cafe,35.6568792,139.5899891,小昼 (Kobilu)
cafe,35.7541737,139.7377658,スターバックス
cafe,35.7018039,139.7393725,veloce cV
cafe,35.7037266,139.6211503,ドトールコーヒーショップ
cafe,35.7029836,139.6000467,ドトールコーヒーショップ
cafe,35.6950077,139.5989987,コロナ
cafe,35.706005,139.7086246,タリーズコーヒー
cafe,35.7121467,139.7069442,Cafe CottonClub
cafe,35.7120694,139.7071239,ドトールコーヒーショップ
cafe,35.7122578,139.7067833,スターバックス
cafe,35.7128654,139.7055535,サンマルクカフェ
cafe,35.712836,139.7054341,まんがの時間
cafe,35.7130973,139.7051176,銀座コージーコーナー
cafe,35.7127598,139.704494,エクセルシオール カフェ
cafe,35.6648344,139.7123995,Délifrance
cafe,35.7588523,139.6288086,スターバックス
cafe,35.6687972,139.741071,ドトールコーヒーショップ
cafe,35.7026017,139.7666098,ドトールコーヒーショップ
cafe,35.7098848,139.6653703,サーティーワン アイスクリーム
cafe,35.6924718,139.674549,珈琲BELL
cafe,35.6834053,139.7846391,カフェ マスターズ
cafe,35.6827825,139.7851858,シェルブール
cafe,35.6602818,139.7428428,ツナグカフェ
cafe,35.6467756,139.7461783,エクセルシオール カフェ
cafe,35.7137823,139.7927508,ブロンディ
cafe,35.7184982,139.7876566,喫茶とみ一
cafe,35.7127958,139.7948563,金龍茶屋
cafe,35.7127759,139.7964014,キレット
cafe,35.7152975,139.792903,喫茶ブラザー
cafe,35.7214131,139.7626739,ミルクホール
cafe,35.6700139,139.7415338,スターバックス
