key,latitude,longitude,name
cafe,35.684018824999995,139.73990225625002,
cafe,35.680645125,139.73940285625,
cafe,35.67461285,139.73637815,
cafe,35.67026990625,139.73905384374999,
cafe,35.6643438375,139.7422646375,
cafe,35.662921675,139.74634064375,
cafe,35.6698152875,139.7493546875,
cafe,35.66759116875,139.75314849375,
cafe,35.669976412500006,139.7546284,
cafe,35.6742700125,139.76079981875,
cafe,35.66936665625,139.76173021875002,
cafe,35.670133343749995,139.76530719375,
cafe,35.67019610625,139.76863718750002,
cafe,35.67487845625,139.7667408375,
cafe,35.6794666,139.77000995625,
cafe,35.683608662500006,139.76910091874998,
cafe,35.6810042875,139.763197075,
cafe,35.68962526874999,139.76511005,
cafe,35.6917894375,139.77092915,
cafe,35.6957726375,139.7705577375,
cafe,35.69588704375,139.76662166249997,
cafe,35.699573181249995,139.76949688124998,
cafe,35.700046793750005,139.770284775,
cafe,35.69911175,139.7722933375,
cafe,35.70119990625,139.7719695,
cafe,35.7020036,139.77158484375002,
cafe,35.70222535,139.77084035,
cafe,35.7037171,139.77323445,
cafe,35.7057207625,139.7707776375,
cafe,35.707218062500004,139.77315349999998,
cafe,35.707409662500005,139.77493751250003,
cafe,35.70906974375,139.77238494375,
cafe,35.709912056250005,139.77572989375,
cafe,35.71261731875,139.77578040625,
cafe,35.7098563,139.77901234375,
cafe,35.7113965,139.78420985,
cafe,35.70241283125,139.77758081875,
cafe,35.698247925000004,139.7754395125,
cafe,35.698271131249996,139.78319749999997,
cafe,35.7015571875,139.78643869375003,
cafe,35.696852668750005,139.7894617,
cafe,35.68639668125,139.78815031250002,
cafe,35.68681566875,139.78061100625,
cafe,35.67996910625,139.78211823750001,
cafe,35.684237281250006,139.7744245875,
cafe,35.67408960625,139.7777904,
cafe,35.6634394,139.76818669375,
cafe,35.65739295,139.78898376249998,
cafe,35.66300010625,139.798992925,
cafe,35.68085471875,139.80013735625,
cafe,35.6732794875,139.82012808125,
cafe,35.69732229375,139.81425606875,
cafe,35.70095406875,139.80803340625,
cafe,35.706167731250005,139.82838644375,
cafe,35.71108823125,139.799101775,
cafe,35.7144274375,139.79580266875,
cafe,35.709801575,139.79327021875,
cafe,35.71427273125,139.79066729375,
cafe,35.72539918125,139.79269299999999,
cafe,35.74119838125,139.8017860125,
cafe,35.751215575,139.812460875,
cafe,35.74814326875,139.84295538749998,
cafe,35.75518081875,139.866454375,
cafe,35.77320774374999,139.85583359999998,
cafe,35.723349462499996,139.88276269375,
cafe,35.67967885,139.8734403,
cafe,35.65182421875,139.83238259375003,
cafe,35.62652986875,139.77945668125,
cafe,35.657656925000005,139.75813746249997,
cafe,35.65934436875,139.75423608124999,
cafe,35.6596083375,139.7494014,
cafe,35.64636895625,139.74665149375,
cafe,35.6395771,139.7422194375,
cafe,35.628841975,139.73937926874999,
cafe,35.61839740625,139.7390484125,
cafe,35.6240723375,139.72601817499998,
cafe,35.62613400625,139.71725290625,
cafe,35.6376599875,139.71392655625,
cafe,35.647335268750005,139.71154735,
cafe,35.6481765625,139.7080962625,
cafe,35.64869211875,139.70179523125,
cafe,35.64422985625,139.69733969375,
cafe,35.65730665,139.69532879375,
